office,num,cat,addr,build_area,land_area,price,lowest,result,date,status,low_per,res_per,comment
서울북부3계,2019-108220,아파트,"서울특별시 성북구 정릉동 435, 206동 5층501호 (정릉동,중앙하이츠빌2단지)",84.95㎡ (25.7평),40.8233㎡ (12.35평),"530,000,000","530,000,000","545,511,000",2020-06-01(00:00),매각,100%,103%,
서울동부4계,2019-1422,아파트,"서울특별시 광진구 자양동 856, 비동 3층302호 (자양동,이튼타워리버5차)",159.97㎡ (48.39평),76.8483㎡ (23.25평),"1,340,000,000","1,340,000,000","1,356,000,000",2020-05-25(00:00),매각,100%,101%,
서울북부1계,2019-102727,아파트,"서울특별시 중랑구 면목동 472-8, 1동 12층1301호 (면목동,아람플러스리빙)",84.975㎡ (25.7평),24.2㎡ (7.32평),"460,000,000","368,000,000","471,110,000",2020-05-25(00:00),매각,80%,102%,대항력있는임차인
서울북부1계,2019-102901,아파트,"서울특별시 노원구 하계동 271-3, 7동 11층1102호 (하계동,건영아파트)",26.57㎡ (8.04평),12.6285㎡ (3.82평),"194,000,000","194,000,000","195,200,000",2020-05-25(00:00),매각,100%,101%,
서울북부1계,2019-108985,아파트,"서울특별시 노원구 공릉동 748, 104동 4층401호 (공릉동,공릉동신도1차아파트)",117.168㎡ (35.44평),44.1848㎡ (13.37평),"620,000,000","620,000,000","620,010,000",2020-05-25(00:00),매각,100%,100%,
서울중앙2계,2019-9775,아파트,"서울특별시 서초구 서초동 1471-15, 4층402호 (서초동,엘리제아파트)",97.36㎡ (29.45평),43.224㎡ (13.08평),"786,000,000","786,000,000","792,310,000",2020-05-21(10:00),매각,100%,101%,
서울중앙2계,2019-103004,아파트,"서울특별시 서초구 서초동 1321-6, 11층1104호 (서초동,서초동아타워)",88.63㎡ (26.81평),17.23㎡ (5.21평),"577,000,000","461,600,000","584,000,000",2020-05-21(10:00),매각,80%,101%,
서울남부11계,2018-7884,아파트,"서울특별시 금천구 시흥동 5-13, 110동 8층802호 (시흥동,삼익아파트)",114.48㎡ (34.63평),41.96㎡ (12.69평),"432,000,000","345,600,000","479,799,000",2020-05-20(10:00),매각,80%,111%,대항력있는임차인
서울남부11계,2019-8228,아파트,"서울특별시 강서구 화곡동 1145, 105동 3층302호 (화곡동,우장산롯데캐슬)",85㎡ (25.71평),41.81㎡ (12.65평),"780,000,000","624,000,000","722,690,000",2020-05-20(10:00),매각,80%,93%,대항력있는임차인
서울남부11계,2019-100018,아파트,"서울특별시 강서구 마곡동 741, 804동 7층702호 (마곡동,마곡엠밸리8단지)",84.88㎡ (25.68평),,"1,040,000,000","832,000,000","1,016,700,000",2020-05-20(10:00),매각,80%,98%,
서울중앙4계,2019-106232,아파트,"서울특별시 관악구 봉천동 1708, 114동 3층303호 (봉천동,두산아파트)",84.87㎡ (25.67평),30.56㎡ (9.24평),"695,000,000","695,000,000","781,880,000",2020-05-20(10:00),매각,100%,113%,
서울남부3계,2018-11654,아파트,"서울특별시 구로구 신도림동 692, 아파트동 11층에이-1106호 (신도림동,디큐브시티)",105.45㎡ (31.9평),17.1857㎡ (5.2평),"1,110,000,000","1,110,000,000","1,137,630,000",2020-05-13(10:00),매각,100%,102%,
서울남부3계,2018-107753,아파트,"서울특별시 금천구 시흥동 5-13, 105동 4층401호 (시흥동,삼익아파트)",114.48㎡ (34.63평),41.96㎡ (12.69평),"425,000,000","425,000,000","470,112,000",2020-05-13(10:00),매각,100%,111%,
서울중앙10계,2018-108019,아파트,서울특별시 서초구 반포동  802  69동 2층205호,140.13㎡ (42.39평),121.76㎡ (36.83평),"4,190,000,000","2,681,600,000","2,725,000,000",2020-05-13(10:00),매각,64%,65%,
서울남부9계,2019-5472,아파트,"서울특별시 강서구 방화동 862, 102동 1303호 (방화동,한숲마을대림아파트)",84.83㎡ (25.66평),32.285㎡ (9.77평),"540,000,000","432,000,000","497,000,000",2020-05-13(10:00),매각,80%,92%,
서울남부9계,2019-7454,아파트,"서울특별시 영등포구 신길동 4945, 105동 14층1402호 (신길동,래미안프레비뉴)",84.98㎡ (25.71평),47.7459㎡ (14.44평),"1,028,000,000","1,028,000,000","1,134,100,000",2020-05-13(10:00),매각,100%,110%,
서울남부3계,2019-102113,아파트,"서울특별시 영등포구 영등포동 647, 203동 21층2101호 (영등포동,영등포푸르지오)",79.777㎡ (24.13평),40.7528㎡ (12.33평),"765,000,000","765,000,000","899,900,000",2020-05-13(10:00),매각,100%,118%,
서울중앙10계,2019-103714,아파트,"서울특별시 동작구 대방동 501, 102동 14층1406호 (대방동,대림아파트)",66.05㎡ (19.98평),28.72㎡ (8.69평),"760,000,000","608,000,000","715,000,000",2020-05-13(10:00),매각,80%,94%,대항력있는임차인
서울중앙10계,2019-104731,아파트,"서울특별시 서초구 방배동 1-62, 6층606호 (방배동,프레스턴)",243.83㎡ (73.76평),113.65㎡ (34.38평),"2,540,000,000","2,032,000,000","2,222,222,000",2020-05-13(10:00),매각,80%,87%,
서울남부3계,2019-106696,아파트,"서울특별시 강서구 방화동 897, 101동 8층802호 (방화동,마곡일성트루엘아파트)",29.99㎡ (9.07평),20.08㎡ (6.07평),"267,500,000","214,000,000","289,999,000",2020-05-13(10:00),매각,80%,108%,
서울남부3계,2019-108296,아파트,"서울특별시 구로구 고척동 320, 104동 13층1303호 (고척동,센츄리아파트)",84.56㎡ (25.58평),34.67㎡ (10.49평),"442,000,000","442,000,000","492,550,000",2020-05-13(10:00),매각,100%,111%,
서울남부9계,2019-941,아파트,"서울특별시 양천구 목동 908-34, 23층2310호 (목동,부영그린타운3차)",157.29㎡ (47.58평),18.81㎡ (5.69평),"1,260,000,000","1,260,000,000","1,301,550,000",2020-05-13(00:00),매각,100%,103%,
서울서부5계,2019-2441,아파트,서울특별시 은평구 응암동  96-41 레반트아파트 5층503호,67.14㎡ (20.31평),26.5392㎡ (8.03평),"300,000,000","240,000,000","242,000,000",2020-05-12(10:00),매각,80%,81%,공동담보
서울서부5계,2019-3116,아파트,"서울특별시 서대문구 홍은동 440-3, 1동 4층415호 (홍은동,풍림아파트)",56.61㎡ (17.12평),30.31㎡ (9.17평),"310,000,000","248,000,000","316,439,999",2020-05-12(10:00),매각,80%,102%,대항력있는임차인
서울서부7계,2019-5167,아파트,"서울특별시 용산구 이촌동 302-53, 5층502호 (이촌동,월드메르디앙)",128.66㎡ (38.92평),43.92㎡ (13.29평),"1,640,000,000","1,312,000,000","1,313,111,000",2020-05-12(10:00),매각,80%,80%,대항력있는임차인
서울서부5계,2019-5532,아파트,"서울특별시 은평구 녹번동 279-1, 101동 14층1402호 (녹번동,해주드림빌)",106.54㎡ (32.23평),41.99㎡ (12.7평),"542,000,000","542,000,000","542,000,000",2020-05-12(10:00),매각,100%,100%,대항력있는임차인
서울서부7계,2019-53340,아파트,"서울특별시 용산구 신계동 48, 109동 20층2002호 (신계동,용산이편한세상)",124.08㎡ (37.53평),60.34㎡ (18.25평),"1,660,000,000","1,660,000,000","1,675,500,000",2020-05-12(10:00),매각,100%,101%,
서울서부7계,2019-53555,아파트,"서울특별시 서대문구 홍은동 454, 104동 11층1101호 (홍은동,극동아파트)",84.92㎡ (25.69평),31.53㎡ (9.54평),"370,000,000","296,000,000","381,900,000",2020-05-12(10:00),매각,80%,103%,
서울중앙1계,2019-106454,아파트,"서울특별시 동작구 본동 492, 104동 17층 1701호 (본동,삼성래미안아파트)",114.986㎡ (34.78평),54.6735㎡ (16.54평),"923,000,000","923,000,000","1,035,799,000",2020-05-12(10:00),매각,100%,112%,
서울북부8계,2018-6129,아파트,"서울특별시 노원구 상계동 1255, 104동 11층1101호 (상계동,은빛아파트)",39.7㎡ (12.01평),20.058㎡ (6.07평),"227,000,000","227,000,000","245,340,000",2020-05-11(10:00),매각,100%,108%,
서울북부8계,2019-6676,아파트,"서울특별시 중랑구 면목동 193-1, 10동 5층508호 (면목동,면목한신아파트)",44.5㎡ (13.46평),25.29㎡ (7.65평),"298,000,000","298,000,000","323,990,000",2020-05-11(10:00),매각,100%,109%,대항력있는임차인
서울북부9계,2019-6683,아파트,"서울특별시 도봉구 도봉동 81-1, 1동 13층1306호 (도봉동,극동아파트)",84.18㎡ (25.46평),39.9㎡ (12.07평),"334,000,000","213,760,000","331,010,000",2020-05-11(10:00),매각,64%,99%,대항력있는임차인
서울북부5계,2019-7716,아파트,"서울특별시 성북구 돈암동 603, 104동 7층703호 (돈암동,돈암동더？아파트)",84.817㎡ (25.66평),,"608,000,000","486,400,000","617,646,000",2020-05-11(10:00),매각,80%,102%,
서울북부8계,2019-8283,아파트,"서울특별시 동대문구 휘경동 109, 101동 11층1109호 (휘경동,휘경동롯데낙천대아파트)",112.03㎡ (33.89평),42.18㎡ (12.76평),"690,000,000","552,000,000","661,990,000",2020-05-11(10:00),매각,80%,96%,
서울북부5계,2019-8696,아파트,"서울특별시 강북구 미아동 152, 101동 3층302호 (미아동,미아요진아파트)",59.42㎡ (17.97평),30.33㎡ (9.17평),"292,000,000","233,600,000","289,000,900",2020-05-11(10:00),매각,80%,99%,
서울북부5계,2019-10095,아파트,"서울특별시 성북구 정릉동 1018, 101동 13층1308호 (정릉동,태영아파트)",114.76㎡ (34.71평),50.5㎡ (15.28평),"545,000,000","545,000,000","551,300,000",2020-05-11(10:00),매각,100%,101%,
서울동부5계,2019-52093,아파트,"서울특별시 성동구 마장동 818, 111동 18층1801호 (마장동,마장동현대아파트)",134.79㎡ (40.77평),45.645㎡ (13.81평),"776,000,000","776,000,000","880,000,000",2020-05-11(10:00),매각,100%,113%,
서울북부9계,2019-104976,아파트,"서울특별시 성북구 석관동 110-2, 1동 1층106호 (석관동,중앙하이츠아파트)",84.85㎡ (25.67평),31.3㎡ (9.47평),"440,000,000","281,600,000","478,899,900",2020-05-11(10:00),매각,64%,109%,
서울북부8계,2019-105948,아파트,"서울특별시 도봉구 방학동 720-18, 109동 7층702호 (방학동,방학동삼성래미안)",118.381㎡ (35.81평),61.666㎡ (18.65평),"723,000,000","723,000,000","760,950,000",2020-05-11(10:00),매각,100%,105%,
서울북부8계,2019-106781,아파트,"서울특별시 동대문구 장안동 329-2, 1005동 10층1003호 (장안동,장안힐스테이트)",59.928㎡ (18.13평),31.53㎡ (9.54평),"588,000,000","588,000,000","648,820,000",2020-05-11(10:00),매각,100%,110%,
서울북부8계,2019-108329,아파트,"서울특별시 도봉구 창동 33, 1903동 15층1504호 (창동,주공아파트)",68.86㎡ (20.83평),53.34㎡ (16.14평),"626,000,000","626,000,000","701,000,050",2020-05-11(10:00),매각,100%,112%,"대항력있는임차인,선순위임차권"
서울북부9계,2019-109407,아파트,"서울특별시 노원구 월계동 448-3, 다동 401호",16.17㎡ (4.89평),11.69㎡ (3.54평),"90,000,000","90,000,000","170,010,000",2020-05-11(10:00),매각,100%,189%,대항력있는임차인
서울남부10계,2019-2367,아파트,"서울특별시 양천구 신월동 217-8, 1층103호 (신월동,해주아파트)",59.59㎡ (18.03평),24.598㎡ (7.44평),"218,000,000","174,400,000","208,220,000",2020-05-06(10:00),매각,80%,96%,
서울남부10계,2019-102717,아파트,"서울특별시 구로구 고척동 326, 104동 5층510호 (고척동,청구아파트)",59.94㎡ (18.13평),19.68㎡ (5.95평),"390,000,000","390,000,000","395,190,000",2020-05-06(10:00),매각,100%,101%,대항력있는임차인
서울중앙21계,2019-104908,아파트,"서울특별시 동작구 사당동 105, 405동 2층204호 (사당동,신동아아파트)",59.89㎡ (18.12평),29.63㎡ (8.96평),"660,000,000","660,000,000","743,000,000",2020-04-28(10:00),매각,100%,113%,선순위임차권
서울동부3계,2019-214,아파트,"서울특별시 광진구 광장동 577, 1008동 7층704호 (광장동,광장현대파크빌)",84.81㎡ (25.65평),32.53㎡ (9.84평),"1,070,000,000","1,070,000,000","1,125,000,000",2020-04-27(10:00),매각,100%,105%,
서울동부3계,2019-1958,아파트,"서울특별시 송파구 잠실동 40, 에이동 19층1902호 (잠실동,갤러리아팰리스)",151.189㎡ (45.73평),23.18㎡ (7.01평),"1,590,000,000","1,590,000,000","1,610,000,000",2020-04-27(10:00),매각,100%,101%,
서울동부3계,2019-2616,아파트,"서울특별시 송파구 잠실동 22, 235동 14층1403호 (잠실동,리센츠)",84.99㎡ (25.71평),40.11㎡ (12.13평),"1,720,000,000","1,720,000,000","1,752,112,000",2020-04-27(10:00),매각,100%,102%,대항력있는임차인
서울동부3계,2019-51700,아파트,"서울특별시 송파구 가락동 120-4, 101동 11층1102호 (가락동,가락우성2차아파트)",42.48㎡ (12.85평),12.74㎡ (3.85평),"360,000,000","360,000,000","426,409,900",2020-04-27(10:00),매각,100%,118%,
서울북부4계,2019-102116,아파트,"서울특별시 강북구 번동 242, 113동 13층1302호 (번동,번동1단지주공아파트)",49.94㎡ (15.11평),43.25㎡ (13.08평),"363,000,000","363,000,000","427,111,110",2020-04-27(10:00),매각,100%,118%,대항력있는임차인
서울북부3계,2019-104310,아파트,"서울특별시 노원구 상계동 1068, 14층1406호 (상계동,상계5지역중앙하이츠아파트)",59.99㎡ (18.15평),27.44㎡ (8.3평),"290,000,000","290,000,000","290,399,999",2020-04-27(10:00),매각,100%,100%,대항력있는임차인
서울북부3계,2019-104761,아파트,"서울특별시 중랑구 신내동 816, 101동 8층802호 (신내동,신내우디안1단지)",84.79㎡ (25.65평),,"600,000,000","600,000,000","643,000,000",2020-04-27(10:00),매각,100%,107%,대지권미등기
서울북부4계,2019-107258,아파트,"서울특별시 성북구 하월곡동 222, 123동 13층1305호 (하월곡동,월곡두산위브아파트)",59.855㎡ (18.11평),29.563㎡ (8.94평),"508,000,000","508,000,000","570,600,000",2020-04-27(10:00),매각,100%,112%,
서울북부3계,2019-102871,아파트,"서울특별시 노원구 상계동 173-1, 109동 4층405호 (상계동,벽산아파트)",46.8㎡ (14.16평),19.45㎡ (5.88평),"264,000,000","264,000,000","266,336,000",2020-04-27(00:00),매각,100%,101%,
서울서부3계,2018-50245,아파트,서울특별시 용산구 한남동  810 한남더힐 119동 4층401호,177.764㎡ (53.77평),173.836㎡ (52.59평),"3,640,000,000","3,640,000,000","3,881,100,000",2020-04-21(10:00),매각,100%,107%,
서울중앙3계,2018-105133,아파트,"서울특별시 관악구 봉천동 1001, 122동 11층 1103호 (봉천동,현대아파트)",84.74㎡ (25.63평),39.08㎡ (11.82평),"575,000,000","575,000,000","642,920,000",2020-04-21(10:00),매각,100%,112%,대항력있는임차인
서울서부3계,2019-53210,아파트,"서울특별시 서대문구 남가좌동 376, 110동 13층1303호 (남가좌동,남가좌동현대아파트)",59.4㎡ (17.97평),25.093㎡ (7.59평),"475,000,000","475,000,000","599,990,000",2020-04-21(10:00),매각,100%,126%,"대항력있는임차인,공동담보"
서울중앙3계,2019-101305,아파트,"서울특별시 관악구 봉천동 1706, 103동 22층2202호 (봉천동,봉천우성아파트)",114.78㎡ (34.72평),37.85㎡ (11.45평),"780,000,000","624,000,000","748,550,000",2020-04-21(10:00),매각,80%,96%,대항력있는임차인
서울중앙3계,2019-101909,아파트,"서울특별시 서초구 신원동 412-5, 106동 6층601호 (신원동,힐스테이트서초젠트리스)",114.9㎡ (34.76평),,"1,720,000,000","1,376,000,000","1,553,390,000",2020-04-21(10:00),매각,80%,90%,
서울중앙3계,2019-3838,아파트,"서울특별시 중구 황학동 2545, 105동 8층810호 (황학동,롯데캐슬베네치아)",84.97㎡ (25.7평),16.17㎡ (4.89평),"739,000,000","739,000,000","800,450,000",2020-04-21(00:00),매각,100%,108%,
서울중앙3계,2019-104120,아파트,"서울특별시 서초구 반포동 60-4, 303동 8층807호 (반포동,반포미도아파트)",42.48㎡ (12.85평),29.3㎡ (8.86평),"811,000,000","811,000,000","811,000,000",2020-04-21(00:00),매각,100%,100%,
서울동부2계,2018-7201,아파트,"서울특별시 강동구 둔촌동 545, 10층1009호 (둔촌동,둔촌하이츠아파트)",84.54㎡ (25.57평),27.83㎡ (8.42평),"758,000,000","758,000,000","811,599,000",2020-04-20(10:00),매각,100%,107%,대항력있는임차인
서울북부2계,2019-7686,아파트,"서울특별시 강북구 미아동 813, 107동 3층301호 (미아동,래미안트리베라1차)",84.97㎡ (25.7평),48.85㎡ (14.78평),"681,000,000","681,000,000","685,900,000",2020-04-20(10:00),매각,100%,101%,대항력있는임차인
서울북부2계,2019-8245,아파트,"서울특별시 노원구 공릉동 371-11, 2층206호 (공릉동,서일이츠뷰)",84.983㎡ (25.71평),42.615㎡ (12.89평),"392,000,000","392,000,000","463,999,999",2020-04-20(10:00),매각,100%,118%,
서울북부2계,2018-108094,아파트,"서울특별시 노원구 중계동 598, 102동 2층209호 (중계동,한화꿈에그린아파트)",84.902㎡ (25.68평),44.89㎡ (13.58평),"566,000,000","452,800,000","615,600,000",2020-04-20(00:00),매각,80%,109%,
서울북부2계,2019-6218,아파트,"서울특별시 노원구 월계동 781, 401동 8층802호 (월계동,청백아파트)",59.4㎡ (17.97평),28.074㎡ (8.49평),"306,000,000","244,800,000","316,333,300",2020-04-20(00:00),매각,80%,103%,
서울북부1계,2019-8511,아파트,"서울특별시 동대문구 휘경동 57, 113동 3층303호 (휘경동,주공아파트)",84.86㎡ (25.67평),39.4974㎡ (11.95평),"580,000,000","580,000,000","625,000,000",2020-04-20(00:00),매각,100%,108%,대항력있는임차인
서울남부9계,2019-4820,아파트,"서울특별시 양천구 신정동 1278, 101동 7층701호 (목동,목동삼성아파트)",114.93㎡ (34.77평),45.73㎡ (13.83평),"910,000,000","910,000,000","1,111,110,000",2020-04-14(10:00),매각,100%,122%,별도등기
서울남부9계,2019-101677,아파트,"서울특별시 영등포구 문래동3가 99, 9층902호 (문래동3가,예지 팰리스 77차)",62.65㎡ (18.95평),30.92㎡ (9.35평),"484,000,000","484,000,000","525,252,525",2020-04-14(10:00),매각,100%,109%,대항력있는임차인
서울남부9계,2019-104669,아파트,"서울특별시 양천구 목동 911, 612동 2층203호 (목동,목동신시가지아파트)",65.1㎡ (19.69평),58.81㎡ (17.79평),"1,100,000,000","1,100,000,000","1,205,200,000",2020-04-14(10:00),매각,100%,110%,
서울중앙8계,2018-10211,아파트,"서울특별시 동작구 대방동 509, 101동 5층508호 (대방동,보라매코오롱하늘채아파트)",84.7㎡ (25.62평),40.03㎡ (12.11평),"751,000,000","600,800,000","721,999,990",2020-04-08(10:00),매각,80%,96%,
서울중앙8계,2019-3203,아파트,"서울특별시 관악구 봉천동 673-82, 5층501호",71.35㎡ (21.58평),28.31㎡ (8.56평),"250,000,000","200,000,000","213,110,000",2020-04-08(10:00),매각,80%,85%,
서울남부8계,2018-106293,아파트,"서울특별시 구로구 신도림동 643, 101동 14층1402호 (신도림동,신도림1차동아아파트)",169.199㎡ (51.18평),47.825㎡ (14.47평),"978,000,000","978,000,000","1,046,600,000",2020-04-08(00:00),매각,100%,107%,
서울남부8계,2019-842,아파트,"서울특별시 강서구 가양동 1467, 101동 1층101호 (가양동,가양중앙하이츠아파트)",119.85㎡ (36.25평),54.523㎡ (16.49평),"700,000,000","560,000,000","681,150,000",2020-04-08(00:00),매각,80%,97%,
서울동부1계,2019-4247,아파트,"서울특별시 송파구 가락동 79, 23층2302호 (가락동,송파롯데캐슬파인힐)",180.516㎡ (54.61평),24.595㎡ (7.44평),"1,050,000,000","1,050,000,000","1,102,999,990",2020-04-06(10:00),매각,100%,105%,
서울서부5계,2018-7371,아파트,"서울특별시 용산구 한남동 1-44, 3층301호 (한남동,힐탑트레져1동)",208.88㎡ (63.19평),109.59㎡ (33.15평),"2,820,000,000","2,256,000,000","2,350,000,000",2020-03-31(10:00),매각,80%,83%,
서울서부7계,2019-53296,아파트,"서울특별시 은평구 역촌동 35-42, 6층601호 (역촌동,동명홈타운)",46.73㎡ (14.14평),22.64㎡ (6.85평),"222,000,000","177,600,000","194,550,000",2020-03-31(00:00),매각,80%,88%,대항력있는임차인
서울중앙1계,2019-112,아파트,"서울특별시 중구 회현동1가 146-1, 4층410호",68.23㎡ (20.64평),23.89㎡ (7.23평),"415,000,000","265,600,000","343,230,000",2020-02-25(10:00),매각,64%,83%,
서울남부4계,2019-446,아파트,"서울특별시 영등포구 영등포동3가 19-2, 8층809호 (영등포동3가,포레스트힐시티)",13.53㎡ (4.09평),2.937㎡ (0.89평),"125,000,000","100,000,000","113,300,000",2020-02-25(10:00),매각,80%,91%,
서울남부4계,2019-446,아파트,"서울특별시 영등포구 영등포동3가 19-2, 11층1110호 (영등포동3가,포레스트힐시티)",13.53㎡ (4.09평),2.937㎡ (0.89평),"125,000,000","100,000,000","112,300,000",2020-02-25(10:00),매각,80%,90%,대항력있는임차인
서울남부4계,2019-5540,아파트,"서울특별시 금천구 독산동 293-10, 102동 4층407호 (독산동,독산현대아파트)",58.72㎡ (17.76평),22.12㎡ (6.69평),"355,000,000","355,000,000","425,300,000",2020-02-25(10:00),매각,100%,120%,
서울남부4계,2019-100469,아파트,"서울특별시 강서구 가양동 1500, 107동 13층1303호 (가양동,강서한강자이)",84.99㎡ (25.71평),37.722㎡ (11.41평),"901,000,000","901,000,000","1,006,000,000",2020-02-25(10:00),매각,100%,112%,
서울북부8계,2019-7099,아파트,"서울특별시 동대문구 이문동 425, 104동 15층1504호 (이문동,이문삼성래미안아파트)",84.954㎡ (25.7평),44.59㎡ (13.49평),"608,000,000","608,000,000","628,682,990",2020-02-24(10:00),매각,100%,103%,
서울북부9계,2019-9217,아파트,"서울특별시 노원구 상계동 1302, 101동 3층301호 (상계동,대창센시티아파트)",84.8577㎡ (25.67평),37.3353㎡ (11.29평),"413,000,000","413,000,000","421,190,000",2020-02-24(10:00),매각,100%,102%,
서울동부1계,2019-53218,아파트,"서울특별시 성동구 행당동 344, 4동 10층 1002호 (행당동,신동아아파트)",84.96㎡ (25.7평),36.31㎡ (10.98평),"725,000,000","725,000,000","739,900,000",2020-02-24(10:00),매각,100%,102%,대항력있는임차인
서울북부8계,2019-106590,아파트,"서울특별시 강북구 미아동 1357, 113동 1층104호 (미아동,삼각산아이원아파트)",84.705㎡ (25.62평),41.328㎡ (12.5평),"480,000,000","384,000,000","518,890,000",2020-02-24(10:00),매각,80%,108%,
서울북부9계,2019-106798,아파트,"서울특별시 노원구 중계동 578, 115동 7층702호 (중계동,현대그룹중계동주택조합2차아파트)",84.87㎡ (25.67평),56.01㎡ (16.94평),"454,000,000","363,200,000","458,980,000",2020-02-24(10:00),매각,80%,101%,
서울북부5계,2019-107470,아파트,"서울특별시 동대문구 장안동 365-5, 16층1603호 (장안동,서희스타힐스)",80.53㎡ (24.36평),15.22㎡ (4.6평),"452,000,000","361,600,000","455,015,000",2020-02-24(10:00),매각,80%,101%,
서울중앙7계,2019-3197,아파트,"서울특별시 서초구 서초동 1446-11, 7층에이-701호 (서초동,현대슈퍼빌)",205.67㎡ (62.21평),42.45㎡ (12.84평),"1,920,000,000","1,536,000,000","1,858,300,000",2020-02-20(10:00),매각,80%,97%,
서울남부1계,2019-3278,아파트,"서울특별시 강서구 마곡동 743-4, 711동 14층1405호 (마곡동,마곡엠밸리7단지)",114.91㎡ (34.76평),,"1,320,000,000","1,320,000,000",,2020-02-19(10:00),배당종결,100%,,
서울남부3계,2018-4342,아파트,"서울특별시 양천구 신정동 881-6, 7층703호 (신정동,청우아파트)",69.12㎡ (20.91평),32.98㎡ (9.98평),"378,000,000","378,000,000",,2020-02-18(10:00),배당종결,100%,,
서울서부1계,2018-53619,아파트,"서울특별시 은평구 신사동 242, 3층302호 (신사동,예성그린아파트)",59.36㎡ (17.96평),32.51㎡ (9.83평),"289,000,000","184,960,000","232,067,500",2020-02-18(10:00),매각,64%,80%,대항력있는임차인
서울서부1계,2019-54305,아파트,"서울특별시 서대문구 북아현동 1011, 201동 8층803호 (북아현동,신촌푸르지오)",54.55㎡ (16.5평),29.34㎡ (8.88평),"682,500,000","546,000,000","663,000,000",2020-02-18(10:00),매각,80%,97%,"대항력있는임차인,지분매각"
서울북부3계,2018-8484,아파트,"서울특별시 중랑구 신내동 397, 6동 19층1908호 (신내동,동성아파트)",59.4㎡ (17.97평),31.33㎡ (9.48평),"370,000,000","370,000,000",,2020-02-17(10:00),배당종결,100%,,
서울동부5계,2018-54788,아파트,"서울특별시 강동구 천호동 19-1, 5동 4층405호 (천호동,천호우성아파트)",84.93㎡ (25.69평),59.64㎡ (18.04평),"644,000,000","644,000,000",,2020-02-17(10:00),배당종결,100%,,
서울동부5계,2019-16,아파트,서울특별시 송파구 장지동  879 위례22단지 2208동 21층2103호,59.96㎡ (18.14평),,"919,000,000","919,000,000",,2020-02-17(10:00),배당종결,100%,,
서울북부4계,2019-3462,아파트,"서울특별시 강북구 수유동 733, 8층808호 (수유동,하이시티)",12.19㎡ (3.69평),3.09㎡ (0.93평),"91,800,000","73,440,000","80,690,000",2020-02-17(10:00),매각,80%,88%,
서울북부4계,2019-5741,아파트,"서울특별시 성북구 안암동3가 136-1, 마동 1층717호",43.17㎡ (13.06평),18.31㎡ (5.54평),"161,000,000","161,000,000",,2020-02-17(10:00),배당종결,100%,,
서울북부3계,2019-103393,아파트,"서울특별시 도봉구 창동 823, 107동 8층802호 (창동,창동금호어울림아파트)",152.09㎡ (46.01평),71.09㎡ (21.5평),"642,000,000","642,000,000",,2020-02-17(10:00),배당종결,100%,,
서울남부11계,2019-4042,아파트,"서울특별시 구로구 구로동 440, 9동 4층409호",66.42㎡ (20.09평),68.048㎡ (20.58평),"490,000,000","490,000,000",,2020-02-12(10:00),배당종결,100%,,
서울남부9계,2019-4615,아파트,"서울특별시 구로구 구로동 103-1, 10층1001호 (구로동,성일오피스텔)",70.58㎡ (21.35평),12.8㎡ (3.87평),"233,000,000","233,000,000","238,100,000",2020-02-12(10:00),매각,100%,102%,
서울남부11계,2019-5120,아파트,"서울특별시 구로구 고척동 141-1, 1동 10층1005호 (고척동,서울가든아파트)",54.61㎡ (16.52평),28.804㎡ (8.71평),"333,000,000","333,000,000",,2020-02-12(10:00),배당종결,100%,,
서울남부11계,2019-6642,아파트,"서울특별시 금천구 시흥동 1013, 507동 14층1403호 (시흥동,벽산아파트)",114.84㎡ (34.74평),47.81㎡ (14.46평),"474,000,000","474,000,000",,2020-02-12(10:00),배당종결,100%,,
서울서부3계,2019-2892,아파트,"서울특별시 서대문구 연희동 51-151, 2층202호 (연희동,충우아파트)",105.44㎡ (31.9평),45.03㎡ (13.62평),"469,000,000","300,160,000","346,777,000",2020-02-11(10:00),매각,64%,74%,
서울서부6계,2019-52569,아파트,"서울특별시 은평구 진관동 84, 239동 14층1402호 (진관동,은평뉴타운우물골)",67.22㎡ (20.33평),,"480,000,000","384,000,000","427,600,000",2020-02-11(10:00),매각,80%,89%,지분매각
서울동부2계,2018-1883,아파트,"서울특별시 강동구 천호동 333-55, 102동 7층703호 (천호동,천호이-편한세상)",113.86㎡ (34.44평),57.68㎡ (17.45평),"767,000,000","251,330,000","261,210,000",2020-02-10(10:00),매각,33%,34%,대항력있는임차인
서울북부2계,2018-11350,아파트,"서울특별시 동대문구 장안동 346-9, 1동 6층603호",52.04㎡ (15.74평),17.705㎡ (5.36평),"267,000,000","170,880,000","205,500,000",2020-02-10(10:00),매각,64%,77%,
서울동부2계,2018-53990,아파트,서울특별시 송파구 방이동  89 올림픽선수기자촌아파트 321동 11층1101호,100.31㎡ (30.34평),83.15㎡ (25.15평),"1,520,000,000","1,520,000,000",,2020-02-10(10:00),배당종결,100%,,
서울동부2계,2019-719,아파트,"서울특별시 성동구 성수동1가 708, 101동 16층1602호 (성수동1가,성수동동아그린아파트)",58.32㎡ (17.64평),24.16㎡ (7.31평),"640,000,000","640,000,000",,2020-02-10(10:00),배당종결,100%,,대항력있는임차인
