office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment
서울남부3계,2019-109169,2019,아파트,"서울특별시 강서구 등촌동 702, 1005동 1층102호 (등촌동,등촌10단지주공아파트)",,서울특별시 강서구 등촌동,702,1005동,102호,1.0,등촌10단지주공아파트,58.14,32.97,578000000,578000000,735373000.0,2021-03-24,2021,3,24,매각,100,127.0,
서울남부3계,2020-105965,2020,아파트,"서울특별시 영등포구 여의도동 21-2, 에이동 9층 909호 (여의도동,공작아파트)",,서울특별시 영등포구 여의도동,21-2,에이동,909호,9.0,공작아파트,22.91,9.62,350000000,350000000,350000000.0,2021-03-24,2021,3,24,매각,100,100.0,토지및건물 지분매각
서울서부1계,2020-2799,2020,아파트,"서울특별시 서대문구 연희동 105-4, 제2층 제203호",,서울특별시 서대문구 연희동,105-4,0,203호,2.0,제제,49.59,20.99,215000000,215000000,235700000.0,2021-03-23,2021,3,23,매각,100,110.0,
서울서부1계,2020-54530,2020,아파트,"서울특별시 은평구 수색동 416-1, 제106동 제11층 제1103호 (수색동,수색진흥엣세벨)",,서울특별시 은평구 수색동,416-1,제106동,1103호,11.0,수색진흥엣세벨,57.5033,29.11,599000000,599000000,648900000.0,2021-03-23,2021,3,23,매각,100,108.0,대항력있는임차인
서울남부1계,2020-105989,2020,아파트,"서울특별시 영등포구 영등포동1가 75-4, 5층501호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,501호,5.0,메트로가든,12.06,4.854,138000000,88320000,92900000.0,2021-03-23,2021,3,23,매각,64,67.0,
서울중앙21계,2020-106498,2020,아파트,"서울특별시 동작구 상도동 533, 208동 14층1401호 (상도동,힐스테이트상도프레스티지)",,서울특별시 동작구 상도동,533,208동,1401호,14.0,힐스테이트상도프레스티지,84.884,54.076,1216000000,1216000000,1334612600.0,2021-03-23,2021,3,23,매각,100,110.0,
서울북부3계,2019-8252,2019,아파트,서울특별시 노원구 상계동  1128 극동늘푸른아파트 101동 2층201호,,서울특별시 노원구 상계동,1128,극동,201호,2.0,1128늘푸른아파트,84.514,41.61600000000001,472000000,472000000,665000000.0,2021-03-22,2021,3,22,매각,100,141.0,
서울북부4계,2020-3093,2020,아파트,"서울특별시 노원구 공릉동 715, 302동 1층105호 (공릉동,공릉3단지아파트)",,서울특별시 노원구 공릉동,715,302동,105호,1.0,공릉3단지아파트,49.5,31.713,322000000,322000000,478310000.0,2021-03-22,2021,3,22,매각,100,149.0,
서울북부3계,2020-104088,2020,아파트,"서울특별시 성북구 정릉동 1028, 108동 7층702호 (정릉동,정릉이편한세상)",,서울특별시 성북구 정릉동,1028,108동,702호,7.0,정릉이편한세상,57.28,28.215,351000000,351000000,361001000.0,2021-03-22,2021,3,22,매각,100,103.0,토지및건물 지분매각
서울북부4계,2020-106534,2020,아파트,"서울특별시 성북구 삼선동3가 23, 2층 202호",,서울특별시 성북구 삼선동3가,23,0,202호,2.0,,28.31,13.83,148000000,148000000,148000000.0,2021-03-22,2021,3,22,매각,100,100.0,토지및건물 지분매각
서울남부11계,2020-7207,2020,아파트,"서울특별시 금천구 시흥동 5-13, 제106동 제19층 제1902호 (시흥동, 삼익아파트)",,서울특별시 금천구 시흥동,5-13,제106동,1902호,19.0,삼익아파트,114.48,41.96,560000000,560000000,560480000.0,2021-03-17,2021,3,17,매각,100,100.0,
서울남부11계,2020-110714,2020,아파트,"서울특별시 구로구 구로동 1265, 제108동 제2층 제202호 (구로동, 구로두산아파트)",,서울특별시 구로구 구로동,1265,제108동,202호,2.0,구로두산아파트,44.64,16.87,448000000,448000000,486770000.0,2021-03-17,2021,3,17,매각,100,109.0,대항력있는임차인
서울서부6계,2019-52743,2019,아파트,"서울특별시 서대문구 연희동 194-30, 3층비304호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비304호,3.0,브라운스톤연희,16.6,7.218,190000000,77824000,127000000.0,2021-03-16,2021,3,16,매각,41,67.0,
서울서부3계,2020-52749,2020,아파트,"서울특별시 서대문구 홍제동 131-2, 3층302호 (홍제동,제니스)",,서울특별시 서대문구 홍제동,131-2,0,302호,3.0,제니스,73.27,29.8,488000000,488000000,527273350.0,2021-03-16,2021,3,16,매각,100,108.0,
서울서부6계,2020-53094,2020,아파트,"서울특별시 용산구 한강로3가 91, 104동 11층1104호 (한강로3가,한강로우림필유아파트)",,서울특별시 용산구 한강로3가,91,104동,1104호,11.0,한강로우림필유아파트,84.99,53.6485,1270000000,1270000000,1412000000.0,2021-03-16,2021,3,16,매각,100,111.0,
서울서부6계,2020-53674,2020,아파트,"서울특별시 서대문구 홍은동 456, 102동 10층1002호 (홍은동,두산아파트)",,서울특별시 서대문구 홍은동,456,102동,1002호,10.0,두산아파트,84.84,31.69,543000000,543000000,682700000.0,2021-03-16,2021,3,16,매각,100,126.0,
서울동부4계,2019-55696,2019,아파트,"서울특별시 성동구 옥수동 100, 101동 2층202호 (옥수동,옥수하이츠아파트)",,서울특별시 성동구 옥수동,100,101동,202호,2.0,옥수하이츠아파트,114.78,65.43,1420000000,1420000000,1721300000.0,2021-03-15,2021,3,15,매각,100,121.0,
서울동부4계,2020-1602,2020,아파트,"서울특별시 강동구 암사동 672, 3층306호 (암사동,효정하나플러스)",,서울특별시 강동구 암사동,672,0,306호,3.0,효정하나플러스,81.46,42.9307,487000000,487000000,600000000.0,2021-03-15,2021,3,15,매각,100,123.0,
서울북부2계,2020-105043,2020,아파트,"서울특별시 노원구 하계동 273, 602동 9층911호 (하계동,장미아파트)",,서울특별시 노원구 하계동,273,602동,911호,9.0,장미아파트,49.5,32.65,465000000,465000000,616790000.0,2021-03-15,2021,3,15,매각,100,133.0,대항력있는임차인
서울북부5계,2020-3055,2020,아파트,"서울특별시 노원구 상계동 1282, 204동 22층2202호 (상계동,상계2차중앙하이츠아파트)",,서울특별시 노원구 상계동,1282,204동,2202호,22.0,상계2차중앙하이츠아파트,84.6,26.95,613000000,613000000,738800000.0,2021-03-08,2021,3,8,매각,100,121.0,
서울북부5계,2020-3239,2020,아파트,"서울특별시 노원구 중계동 578, 115동 8층811호 (중계동,현대그룹중계동주택조합2차아파트)",,서울특별시 노원구 중계동,578,115동,811호,8.0,578중계동주택조합2차아파트,84.78,55.95,491000000,491000000,623000777.0,2021-03-08,2021,3,8,매각,100,127.0,
서울북부9계,2020-102723,2020,아파트,"서울특별시 도봉구 방학동 508, 102동 1층103호 (방학동,우성2차아파트)",,서울특별시 도봉구 방학동,508,102동,103호,1.0,우성2차아파트,84.98,34.66,383000000,383000000,487000777.0,2021-03-08,2021,3,8,매각,100,127.0,
서울북부9계,2020-104743,2020,아파트,"서울특별시 노원구 하계동 270, 102동 15층1503호 (하계동,현대아파트)",,서울특별시 노원구 하계동,270,102동,1503호,15.0,현대아파트,84.95,46.69,810000000,810000000,1089450000.0,2021-03-08,2021,3,8,매각,100,135.0,
서울중앙4계,2019-9829,2019,아파트,"서울특별시 중구 충무로5가 36-2, 6층609호 (충무로5가,충무로엘크루메트로시티2)",,서울특별시 중구 충무로5가,36-2,0,609호,6.0,충무로엘크루메트로시티2,35.55,7.7909,320000000,256000000,305550000.0,2021-03-03,2021,3,3,매각,80,95.0,대항력있는임차인
서울중앙4계,2020-2121,2020,아파트,"서울특별시 동작구 대방동 501, 110동 11층1105호 (대방동,대림아파트)",,서울특별시 동작구 대방동,501,110동,1105호,11.0,대림아파트,134.25,58.38,1474000000,1474000000,1499999999.0,2021-03-03,2021,3,3,매각,100,102.0,
서울중앙4계,2020-103871,2020,아파트,"서울특별시 강남구 개포동 1280, 201동 6층611호 (개포동,래미안블레스티지)",,서울특별시 강남구 개포동,1280,201동,611호,6.0,래미안블레스티지,59.888000000000005,31.805,1650000000,1650000000,1889999999.0,2021-03-03,2021,3,3,매각,100,115.0,
서울남부5계,2020-107374,2020,아파트,"서울특별시 강서구 화곡동 377-21, 제7층 제701호 (화곡동,요산페어뷰)",,서울특별시 강서구 화곡동,377-21,0,701호,7.0,요산페어뷰,74.04,35.56,367000000,367000000,389110000.0,2021-03-03,2021,3,3,매각,100,106.0,
서울중앙3계,2020-1852,2020,아파트,"서울특별시 관악구 봉천동 1703, 103동 2101호 (봉천동,성현동아아파트)",,서울특별시 관악구 봉천동,1703,103동,2101호,,1703봉천동아아파트,114.69,43.87,830000000,830000000,1011000000.0,2021-03-02,2021,3,2,매각,100,122.0,
서울중앙7계,2019-3661,2019,아파트,"서울특별시 종로구 평창동 108, 101동 8층801호 (평창동,평창동 롯데캐슬 로잔)",,서울특별시 종로구 평창동,108,101동,801호,8.0,108평창동롯데캐슬로잔,239.484,158.61,1930000000,1235200000,1619900000.0,2021-02-25,2021,2,25,매각,64,84.0,대항력있는임차인
서울남부4계,2020-2295,2020,아파트,"서울특별시 구로구 구로동 314, 1동 11층1105호 (구로동,극동아파트)",,서울특별시 구로구 구로동,314,1동,1105호,11.0,314구로동아파트,82.17,41.61,442000000,442000000,545777000.0,2021-02-24,2021,2,24,매각,100,123.0,
서울남부4계,2020-101680,2020,아파트,"서울특별시 강서구 화곡동 981-1, 12층 1206호 (화곡동,서광프리메라)",,서울특별시 강서구 화곡동,981-1,0,1206호,12.0,서광프리메라,83.7,13.82,479000000,383200000,505610000.0,2021-02-24,2021,2,24,매각,80,106.0,
서울남부4계,2020-104382,2020,아파트,"서울특별시 구로구 개봉동 470, 106동 21층 2105호 (개봉동,삼환아파트)",,서울특별시 구로구 개봉동,470,106동,2105호,21.0,삼환아파트,114.48,34.08,553000000,553000000,752830000.0,2021-02-24,2021,2,24,매각,100,136.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층804호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,804호,8.0,메트로가든,12.97,5.22,148000000,94720000,103100000.0,2021-02-23,2021,2,23,매각,64,70.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층807호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,807호,8.0,메트로가든,12.05,4.85,138000000,88320000,112100000.0,2021-02-23,2021,2,23,매각,64,81.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 9층901호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,901호,9.0,메트로가든,12.06,4.854,138000000,88320000,103100000.0,2021-02-23,2021,2,23,매각,64,75.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 4층402호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,402호,4.0,메트로가든,12.97,5.22,145000000,92800000,112100000.0,2021-02-23,2021,2,23,매각,64,77.0,
서울남부1계,2020-2660,2020,아파트,"서울특별시 강서구 마곡동 784-11, 2층220호 (마곡동,마곡오드카운티1차)",,서울특별시 강서구 마곡동,784-11,0,220호,2.0,마곡오드카운티1차,19.6437,,153000000,122400000,142890000.0,2021-02-23,2021,2,23,매각,80,93.0,대지권미등기
서울남부1계,2020-5232,2020,아파트,"서울특별시 강서구 방화동 863, 제201동 제3층 제304호 (방화동,마곡현대아파트)",,서울특별시 강서구 방화동,863,제201동,304호,3.0,마곡현대아파트,84.95,28.84,589000000,589000000,689130000.0,2021-02-23,2021,2,23,매각,100,117.0,대항력있는임차인
서울서부7계,2020-51722,2020,아파트,"서울특별시 은평구 녹번동 71-8, 1동 6층603호",,서울특별시 은평구 녹번동,71-8,1동,603호,6.0,71-8,82.27,36.2,330000000,264000000,430370000.0,2021-02-23,2021,2,23,매각,80,130.0,
서울중앙2계,2019-9676,2019,아파트,"서울특별시 동작구 사당동 1157, 106동 7층704호 (사당동,이수역리가아파트)",,서울특별시 동작구 사당동,1157,106동,704호,7.0,이수역리가아파트,84.9827,47.5251,1200000000,1200000000,1459800000.0,2021-02-18,2021,2,18,매각,100,122.0,형식적경매
서울중앙2계,2019-9676,2019,아파트,"서울특별시 동작구 사당동 1157, 107동 11층1101호 (사당동,이수역리가아파트)",,서울특별시 동작구 사당동,1157,107동,1101호,11.0,이수역리가아파트,84.9827,47.5251,1240000000,1240000000,1405990000.0,2021-02-18,2021,2,18,매각,100,113.0,형식적경매
서울중앙2계,2019-105826,2019,아파트,"서울특별시 중구 인현동2가 192-30, 10층1010호",,서울특별시 중구 인현동2가,192-30,0,1010호,10.0,,64.26,5.26,292000000,292000000,363000000.0,2021-02-18,2021,2,18,매각,100,124.0,토지및건물 지분매각
서울남부3계,2020-2790,2020,아파트,"서울특별시 양천구 신월동 48-13, 4층404호 (신월동,신라이프아파트)",,서울특별시 양천구 신월동,48-13,0,404호,4.0,신라이프아파트,58.32,23.88,182000000,145600000,199199000.0,2021-02-17,2021,2,17,매각,80,109.0,
서울남부11계,2020-6556,2020,아파트,"서울특별시 강서구 방화동 871, 제102동 제2층 제202호 (방화동,방신서광아파트)",,서울특별시 강서구 방화동,871,제102동,202호,2.0,방신서광아파트,113.3376,48.486999999999995,624000000,624000000,675000000.0,2021-02-17,2021,2,17,매각,100,108.0,
서울남부11계,2020-108209,2020,아파트,"서울특별시 양천구 신월동 529-2, 제4층 제402호",,서울특별시 양천구 신월동,529-2,0,402호,4.0,제제,57.32,24.398000000000003,300000000,300000000,300500000.0,2021-02-17,2021,2,17,매각,100,100.0,대항력있는임차인
서울남부9계,2019-4103,2019,아파트,서울특별시 양천구 신월동  142-14 금하뜨라네아파트 105동 1층103호,,서울특별시 양천구 신월동,142-14,105동,103호,1.0,142-14금하뜨라네아파트,90.17,59.792,330000000,264000000,335000000.0,2021-02-16,2021,2,16,매각,80,102.0,
서울서부1계,2020-731,2020,아파트,"서울특별시 은평구 진관동 12, 712동 1층101호 (진관동,은평뉴타운 상림마을)",,서울특별시 은평구 진관동,12,712동,101호,1.0,은평뉴타운상림마을,84.42,80.84899999999999,631000000,631000000,790403080.0,2021-02-16,2021,2,16,매각,100,125.0,
서울남부9계,2020-1292,2020,아파트,"서울특별시 영등포구 양평동5가 76, 106동 3층301호 (양평동5가,양평동한신아파트)",,서울특별시 영등포구 양평동5가,76,106동,301호,3.0,76양평동5가한신아파트,59.94,25.79,670000000,670000000,839999000.0,2021-02-16,2021,2,16,매각,100,125.0,
서울서부1계,2020-52671,2020,아파트,"서울특별시 용산구 이촌동 415, 106동 2층202호 (이촌동,한강대우아파트)",,서울특별시 용산구 이촌동,415,106동,202호,2.0,한강대우아파트,84.94,28.4187,1610000000,1610000000,1783100000.0,2021-02-16,2021,2,16,매각,100,111.0,
서울남부9계,2020-107664,2020,아파트,"서울특별시 구로구 고척동 320, 제104동 제11층 제1103호 (고척동,센츄리아파트)",,서울특별시 구로구 고척동,320,제104동,1103호,11.0,센츄리아파트,9.9483,4.0784,72588000,72588000,73100000.0,2021-02-16,2021,2,16,매각,100,101.0,토지및건물 지분매각
서울동부5계,2020-883,2020,아파트,"서울특별시 송파구 가락동 198-13, 7층701호 (가락동,가락현대트웰브)",,서울특별시 송파구 가락동,198-13,0,701호,7.0,가락현대트웰브,84.58,34.181999999999995,705000000,705000000,843350000.0,2021-02-15,2021,2,15,매각,100,120.0,
서울북부3계,2020-102617,2020,아파트,"서울특별시 도봉구 창동 38, 1709동 9층906호 (창동,주공아파트)",,서울특별시 도봉구 창동,38,1709동,906호,9.0,주공아파트,36.34,25.85,273000000,273000000,451990000.0,2021-02-15,2021,2,15,매각,100,166.0,
서울북부3계,2020-103733,2020,아파트,"서울특별시 도봉구 도봉동 641, 114동 14층1410호 (도봉동,서원아파트)",,서울특별시 도봉구 도봉동,641,114동,1410호,14.0,서원아파트,49.77,25.499000000000002,275000000,275000000,388989000.0,2021-02-15,2021,2,15,매각,100,141.0,
서울서부6계,2019-52743,2019,아파트,"서울특별시 서대문구 연희동 194-30, 3층비318호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비318호,3.0,브라운스톤연희,12.77,5.5520000000000005,144000000,92160000,110125690.0,2021-02-09,2021,2,9,매각,64,76.0,대항력있는임차인
서울북부2계,2018-9593,2018,아파트,"서울특별시 노원구 상계동 633, 1423동 2층201호 (상계동,상계주공아파트)",,서울특별시 노원구 상계동,633,1423동,201호,2.0,상계주공아파트,45.9,38.47,255000000,163200000,481007700.0,2021-02-08,2021,2,8,매각,64,189.0,
서울동부3계,2019-2029,2019,아파트,서울특별시 광진구 광장동  135-1,,서울특별시 광진구 광장동,135-1,0,,,135-1,226.75,,1698000000,1698000000,1788888888.0,2021-02-08,2021,2,8,매각,100,105.0,
서울동부3계,2019-54181,2019,아파트,"서울특별시 송파구 신천동 7-19, 26층2604호 (신천동,잠실시그마타워)",,서울특별시 송파구 신천동,7-19,0,2604호,26.0,잠실시그마타워,364.04,45.831,2468000000,1579520000,2313999000.0,2021-02-08,2021,2,8,매각,64,94.0,
서울동부3계,2020-753,2020,아파트,"서울특별시 성동구 성수동1가 685-696, 19층101-1902호 (성수동1가,갤러리아포레)",,서울특별시 성동구 성수동1가,685-696,0,101-1902호,19.0,갤러리아포레,218.58,40.9626,4500000000,3600000000,4111000000.0,2021-02-08,2021,2,8,매각,80,91.0,
서울북부2계,2020-101751,2020,아파트,"서울특별시 강북구 우이동 342, 105동 5층501호 (우이동,대우아파트)",,서울특별시 강북구 우이동,342,105동,501호,5.0,대우아파트,84.93,82.28,530000000,339200000,618800000.0,2021-02-08,2021,2,8,매각,64,117.0,
서울북부2계,2020-2083,2020,아파트,"서울특별시 동대문구 장안동 466-5, 9층914호",,서울특별시 동대문구 장안동,466-5,0,914호,9.0,,12.9463,5.84,126000000,100800000,102320000.0,2021-02-08,2021,2,8,매각,80,81.0,
서울북부1계,2020-101164,2020,아파트,"서울특별시 동대문구 장안동 466-5, 6층605호",,서울특별시 동대문구 장안동,466-5,0,605호,6.0,,12.5803,5.78,124000000,99200000,99519000.0,2021-02-08,2021,2,8,매각,80,80.0,
서울중앙10계,2019-2361,2019,아파트,"서울특별시 강남구 청담동 130-7, 5층501호 (청담동,마크힐스2단지)",,서울특별시 강남구 청담동,130-7,0,501호,5.0,마크힐스2단지,192.86,90.36,4570000000,1197998000,1231000000.0,2021-02-03,2021,2,3,매각,26,27.0,선순위전세권
서울중앙10계,2020-100346,2020,아파트,"서울특별시 강남구 압구정동 513, 53동 12층1206호 (압구정동,한양아파트)",,서울특별시 강남구 압구정동,513,53동,1206호,12.0,한양아파트,115.24,63.17,2870000000,2296000000,3155150000.0,2021-02-03,2021,2,3,매각,80,110.0,
서울중앙1계,2019-9768,2019,아파트,"서울특별시 강남구 청담동 128-18, 13층1301호 (청담동,상지리츠빌카일룸2)",,서울특별시 강남구 청담동,128-18,0,1301호,13.0,상지리츠빌카일룸2,244.32,99.46,6470000000,4140800000,6011000000.0,2021-02-02,2021,2,2,매각,64,93.0,
서울중앙1계,2020-100636,2020,아파트,"서울특별시 동작구 상도동 531, 104동 13층 1305호 (상도동,힐스테이트 상도 센트럴파크)",,서울특별시 동작구 상도동,531,104동,1305호,13.0,힐스테이트상도센트럴파크,59.1,34.16,675000000,540000000,702365999.0,2021-02-02,2021,2,2,매각,80,104.0,토지및건물 지분매각
서울동부2계,2019-4780,2019,아파트,"서울특별시 송파구 풍납동 219, 3동 10층1005호 (풍납동,미성맨션)",,서울특별시 송파구 풍납동,219,3동,1005호,10.0,미성맨션,116.965,72.69,854000000,854000000,1328810000.0,2021-02-01,2021,2,1,매각,100,156.0,
서울동부2계,2020-272,2020,아파트,"서울특별시 광진구 자양동 695, 2동 7층706호 (자양동,한양아파트)",,서울특별시 광진구 자양동,695,2동,706호,7.0,한양아파트,137.45,87.7,1450000000,1450000000,1751010000.0,2021-02-01,2021,2,1,매각,100,121.0,공유물분할경매
서울동부2계,2020-1336,2020,아파트,"서울특별시 송파구 잠실동 86, 6동 1층102호 (잠실동,아시아선수촌아파트)",,서울특별시 송파구 잠실동,86,6동,102호,1.0,아시아선수촌아파트,176.048,119.07600000000001,2960000000,2960000000,3110000000.0,2021-02-01,2021,2,1,매각,100,105.0,
서울동부2계,2020-1961,2020,아파트,"서울특별시 성동구 행당동 377, 103동 17층1702호 (행당동,서울숲더샵)",,서울특별시 성동구 행당동,377,103동,1702호,17.0,서울숲더샵,92.08,,1420000000,1420000000,1500000000.0,2021-02-01,2021,2,1,매각,100,106.0,
서울동부2계,2020-50444,2020,아파트,"서울특별시 광진구 중곡동 681, 101동 24층2402호 (중곡동,성원아파트)",,서울특별시 광진구 중곡동,681,101동,2402호,24.0,성원아파트,59.82,20.5,385000000,385000000,491999990.0,2021-02-01,2021,2,1,매각,100,128.0,
서울동부2계,2020-52822,2020,아파트,"서울특별시 송파구 방이동 157, 102동 2층201호 (방이동,방이금호어울림)",,서울특별시 송파구 방이동,157,102동,201호,2.0,방이금어울림,84.3,34.843,844000000,844000000,1085550000.0,2021-02-01,2021,2,1,매각,100,129.0,
서울남부5계,2020-106876,2020,아파트,"서울특별시 영등포구 대림동 695, 제201동 제14층 제1403호",,서울특별시 영등포구 대림동,695,제201동,1403호,14.0,695제제,79.91,31.82,573000000,573000000,631000000.0,2021-01-27,2021,1,27,매각,100,110.0,
서울남부10계,2020-103716,2020,아파트,"서울특별시 강서구 화곡동 343-35, 4층 402호 (화곡동,성재센트리움아파트)",,서울특별시 강서구 화곡동,343-35,0,402호,4.0,성재센트리움아파트,30.69,11.0312,170000000,108800000,164950000.0,2021-01-26,2021,1,26,매각,64,97.0,"대항력있는임차인,선순위임차권"
서울남부10계,2020-106159,2020,아파트,"서울특별시 강서구 화곡동 938-26, 8층801호 (화곡동,한경빌)",,서울특별시 강서구 화곡동,938-26,0,801호,8.0,한경빌,15.55,4.58,94000000,75200000,76200000.0,2021-01-26,2021,1,26,매각,80,81.0,대항력있는임차인
서울북부9계,2018-100151,2018,아파트,"서울특별시 성북구 석관동 10, 107동 17층1703호 (석관동,두산아파트)",,서울특별시 성북구 석관동,10,107동,1703호,17.0,두산아파트,84.9,34.95,474000000,474000000,839900000.0,2021-01-25,2021,1,25,매각,100,177.0,대항력있는임차인
서울동부4계,2019-5530,2019,아파트,"서울특별시 송파구 잠실동 22, 263동 27층2701호 (잠실동,리센츠)",,서울특별시 송파구 잠실동,22,263동,2701호,27.0,리센츠,62.11,29.32,1250000000,409600000,570000100.0,2021-01-25,2021,1,25,매각,33,46.0,토지및건물 지분매각
서울동부4계,2019-6045,2019,아파트,"서울특별시 송파구 마천동 20, 102동 2층208호 (마천동,신동아아파트)",,서울특별시 송파구 마천동,20,102동,208호,2.0,20마천동아아파트,59.88,25.54,465000000,465000000,605899990.0,2021-01-25,2021,1,25,매각,100,130.0,
서울북부5계,2020-582,2020,아파트,"서울특별시 동대문구 청량리동 235-11, 2동 3층305호 (청량리동,미주아파트)",,서울특별시 동대문구 청량리동,235-11,2동,305호,3.0,미주아파트,101.62,44.89,980000000,980000000,1153300000.0,2021-01-25,2021,1,25,매각,100,118.0,"공유물분할경매,대항력있는임차인"
서울북부5계,2020-2472,2020,아파트,"서울특별시 성북구 하월곡동 46-73, 34층101-3401호 (하월곡동,코업스타클래스)",,서울특별시 성북구 하월곡동,46-73,0,101-3401호,34.0,코업스타클래스,170.45,36.86,1200000000,1200000000,1355000000.0,2021-01-25,2021,1,25,매각,100,113.0,법정지상권
서울북부8계,2020-100659,2020,아파트,"서울특별시 동대문구 장안동 363-11, 2층201호 (장안동,정암아파트)",,서울특별시 동대문구 장안동,363-11,0,201호,2.0,정암아파트,42.48,24.689,208000000,133120000,170400000.0,2021-01-25,2021,1,25,매각,64,82.0,지분매각
서울북부9계,2020-103078,2020,아파트,"서울특별시 강북구 미아동 1353, 130동 9층901호 (미아동,에스케이북한산시티아파트)",,서울특별시 강북구 미아동,1353,130동,901호,9.0,에스케이북한산시티아파트,59.98,26.72,510000000,510000000,619900000.0,2021-01-25,2021,1,25,매각,100,122.0,임금채권
서울남부11계,2019-105983,2019,아파트,"서울특별시 구로구 구로동 106-2, 20층2002호 (구로동,대림역포스큐)",,서울특별시 구로구 구로동,106-2,0,2002호,20.0,대림역포스큐,14.579,2.281,126000000,80640000,110970000.0,2021-01-20,2021,1,20,매각,64,88.0,
서울남부11계,2020-100410,2020,아파트,"서울특별시 금천구 가산동 141-2, 16층 1613호 (가산동,가산양우내안애애플)",,서울특별시 금천구 가산동,141-2,0,1613호,16.0,가산양우내안애애플,12.04,2.89,121000000,96800000,112000000.0,2021-01-20,2021,1,20,매각,80,93.0,대항력있는임차인
서울남부11계,2020-100519,2020,아파트,"서울특별시 영등포구 영등포동2가 94-314, 7층 702호 (영등포동2가,두리하임)",,서울특별시 영등포구 영등포동2가,94-314,0,702호,7.0,두리하임,27.18,9.995,227000000,181600000,215000000.0,2021-01-20,2021,1,20,매각,80,95.0,대항력있는임차인
서울남부11계,2020-103471,2020,아파트,"서울특별시 구로구 개봉동 470, 106동 13층 1302호 (개봉동,삼환아파트)",,서울특별시 구로구 개봉동,470,106동,1302호,13.0,삼환아파트,114.48,34.08,560000000,560000000,681110000.0,2021-01-20,2021,1,20,매각,100,122.0,
서울남부11계,2020-103877,2020,아파트,"서울특별시 영등포구 영등포동1가 75-4, 10층1006호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,1006호,10.0,메트로가든,12.4,4.9910000000000005,143000000,114400000,122000000.0,2021-01-20,2021,1,20,매각,80,85.0,"대항력있는임차인,선순위가등기"
서울남부11계,2020-104269,2020,아파트,"서울특별시 영등포구 신길동 4937, 103동 15층 1502호 (신길동,신길뉴타운한화꿈에그린)",,서울특별시 영등포구 신길동,4937,103동,1502호,15.0,신길뉴타운한화꿈에그린,84.5802,47.4423,1010000000,1010000000,1200011000.0,2021-01-20,2021,1,20,매각,100,119.0,
서울서부7계,2020-1796,2020,아파트,"서울특별시 서대문구 연희동 194-30, 3층비316호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비316호,3.0,브라운스톤연희,16.01,6.961,182000000,74547000,,2021-01-19,2021,1,19,배당종결,41,,대항력있는임차인
서울동부1계,2020-2483,2020,아파트,"서울특별시 성동구 금호동2가 1217, 105동 12층1201호 (금호동2가,래미안하이리버)",,서울특별시 성동구 금호동2가,1217,105동,1201호,12.0,래미안하이리버,84.98,43.43,1300000000,1300000000,1321500000.0,2021-01-18,2021,1,18,매각,100,102.0,
서울서부5계,2019-5891,2019,아파트,"서울특별시 서대문구 홍은동 277-145, 지하층비01호 (홍은동,교수아파트 에이동)",,서울특별시 서대문구 홍은동,277-145,에이동,비01호,,교수아파트,100.44,,313000000,200320000,241000000.0,2020-12-15,2020,12,15,매각,64,77.0,
서울서부7계,2019-6061,2019,아파트,"서울특별시 은평구 진관동 84, 227동 3층301호 (진관동,은평뉴타운우물골)",,서울특별시 은평구 진관동,84,227동,301호,3.0,은평뉴타운우물골,101.49,,705000000,705000000,830100000.0,2020-12-15,2020,12,15,매각,100,118.0,대지권미등기
서울서부7계,2019-6061,2019,아파트,"서울특별시 은평구 진관동 132, 424동 13층1302호 (진관동,은평뉴타운폭포동)",,서울특별시 은평구 진관동,132,424동,1302호,13.0,132진관동,101.49,,834000000,834000000,963100000.0,2020-12-15,2020,12,15,매각,100,115.0,대지권미등기
서울서부5계,2020-51050,2020,아파트,"서울특별시 은평구 진관동 84, 226동 2층201호 (진관동,은평뉴타운우물골)",,서울특별시 은평구 진관동,84,226동,201호,2.0,은평뉴타운우물골,134.63,,771000000,771000000,892000000.0,2020-12-15,2020,12,15,매각,100,116.0,
