office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment
서울동부3계,2020-53078,2020,아파트,"서울특별시 송파구 방이동 51, 16층1602호 (방이동,올림픽파크리움)",,서울특별시 송파구 방이동,51,0,1602호,16.0,올림픽파크리움,14.671,2.895,205000000,164000000,177800000.0,2021-05-03,2021,5,3,매각,80,87.0,
서울동부3계,2020-54606,2020,아파트,"서울특별시 송파구 방이동 89, 248동 6층601호 (방이동,올림픽선수기자촌아파트)",,서울특별시 송파구 방이동,89,248동,601호,6.0,올림픽선수기자촌아파트,147.44,109.22,2470000000,2470000000,2611000000.0,2021-05-03,2021,5,3,매각,100,106.0,대항력있는임차인
서울서부1계,2019-52477,2019,아파트,"서울특별시 서대문구 천연동 145, 105동 10층 1004호 (천연동,천연뜨란채)",,서울특별시 서대문구 천연동,145,105동,1004호,10.0,천연뜨란채,55.85,32.07,580000000,580000000,750009999.0,2021-04-27,2021,4,27,매각,100,129.0,
서울서부1계,2020-2607,2020,아파트,"서울특별시 은평구 대조동 6-19, 3층301호",,서울특별시 은평구 대조동,6-19,0,301호,3.0,,53.23,7.615,241000000,192800000,207770000.0,2021-04-27,2021,4,27,매각,80,86.0,대항력있는임차인
서울중앙21계,2020-4097,2020,아파트,"서울특별시 동작구 대방동 500, 103동 13층1305호 (대방동,성원아파트)",,서울특별시 동작구 대방동,500,103동,1305호,13.0,성원아파트,42.16,13.8,503000000,402400000,635000000.0,2021-04-27,2021,4,27,매각,80,126.0,토지및건물 지분매각
서울남부4계,2020-4505,2020,아파트,"서울특별시 강서구 방화동 852, 1203동 12층1201호 (방화동,방화12단지도시개발공사아파트)",,서울특별시 강서구 방화동,852,1203동,1201호,12.0,방화12단지도시개발공사아파트,59.34,36.578,461000000,461000000,588899001.0,2021-04-27,2021,4,27,매각,100,128.0,대항력있는임차인
서울남부4계,2020-5447,2020,아파트,"서울특별시 영등포구 양평동3가 90-1, 제103동 제14층 제1402호 (양평동3가,거성파스텔아파트)",,서울특별시 영등포구 양평동3가,90-1,제103동,1402호,14.0,거성파스텔아파트,131.34,41.028999999999996,950000000,950000000,1036100000.0,2021-04-27,2021,4,27,매각,100,109.0,대항력있는임차인
서울서부1계,2020-50552,2020,아파트,서울특별시 용산구 이촌동  193-5 1동호 강서아파트,,서울특별시 용산구 이촌동,193-5,1동,호,-1.0,193-5강서아파트,59.04,,120000000,120000000,150000000.0,2021-04-27,2021,4,27,매각,100,125.0,건물만매각
서울중앙21계,2020-108210,2020,아파트,"서울특별시 서초구 방배동 1008-2, 104동 18층1803호 (방배동,래미안방배아트힐)",,서울특별시 서초구 방배동,1008-2,104동,1803호,18.0,래미안방배아트힐,42.54,17.04,600000000,600000000,637887000.0,2021-04-27,2021,4,27,매각,100,106.0,토지및건물 지분매각
서울북부3계,2020-1950,2020,아파트,"서울특별시 도봉구 방학동 734-1, 110동 15층1505호 (방학동,청구아파트)",,서울특별시 도봉구 방학동,734-1,110동,1505호,15.0,청구아파트,84.97,38.3227,386000000,386000000,563900000.0,2021-04-26,2021,4,26,매각,100,146.0,
서울동부2계,2020-3288,2020,아파트,"서울특별시 성동구 성수동2가 846, 12층1203호 (성수동2가,이-아름다운세상)",,서울특별시 성동구 성수동2가,846,0,1203호,12.0,이-아름다운세상,70.71,37.606,699000000,699000000,789300000.0,2021-04-26,2021,4,26,매각,100,113.0,대항력있는임차인
서울북부3계,2020-4256,2020,아파트,"서울특별시 도봉구 쌍문동 59-5, 602동 15층1503호 (쌍문동,쌍문6차한양아파트)",,서울특별시 도봉구 쌍문동,59-5,602동,1503호,15.0,쌍문6차한양아파트,83.86,42.0,426000000,426000000,577700000.0,2021-04-26,2021,4,26,매각,100,136.0,
서울북부4계,2020-5310,2020,아파트,"서울특별시 강북구 미아동 1369, 105동 12층1202호 (미아동,꿈의숲해링턴플레이스)",,서울특별시 강북구 미아동,1369,105동,1202호,12.0,꿈의숲해링턴플레이스,99.93,58.8442,1070000000,1070000000,1121110000.0,2021-04-26,2021,4,26,매각,100,105.0,
서울동부2계,2020-52754,2020,아파트,"서울특별시 성동구 금호동1가 633, 101동 4층404호 (금호동1가,벽산아파트)",,서울특별시 성동구 금호동1가,633,101동,404호,4.0,벽산아파트,84.82,45.72,869000000,869000000,1185699900.0,2021-04-26,2021,4,26,매각,100,136.0,대항력있는임차인
서울동부2계,2020-54125,2020,아파트,"서울특별시 강동구 천호동 28, 101동 3층307호 (천호동,용명브릿지아파트)",,서울특별시 강동구 천호동,28,101동,307호,3.0,용명브릿지아파트,80.0,45.39,450000000,450000000,828920000.0,2021-04-26,2021,4,26,매각,100,184.0,공유물분할경매
서울동부2계,2020-54385,2020,아파트,"서울특별시 송파구 방이동 89, 110동 15층1502호 (방이동,올림픽선수기자촌아파트)",,서울특별시 송파구 방이동,89,110동,1502호,15.0,올림픽선수기자촌아파트,41.53,34.42,901000000,720800000,828920000.0,2021-04-26,2021,4,26,매각,80,92.0,토지및건물 지분매각
서울동부2계,2020-54712,2020,아파트,"서울특별시 송파구 오금동 9-7, 6층602호 (오금동,노블하우스)",,서울특별시 송파구 오금동,9-7,0,602호,6.0,노블하우스,75.04,38.67,442000000,442000000,539999000.0,2021-04-26,2021,4,26,매각,100,122.0,대항력있는임차인
서울북부4계,2020-107803,2020,아파트,"서울특별시 중랑구 망우동 583, 103동 11층1101호 (망우동,중랑숲리가아파트)",,서울특별시 중랑구 망우동,583,103동,1101호,11.0,중랑숲리가아파트,84.956,57.684,625000000,625000000,711000000.0,2021-04-26,2021,4,26,매각,100,114.0,
서울남부8계,2020-4192,2020,아파트,"서울특별시 양천구 신월동 1001-5, 2층203호 (신월동,보금자리아파트)",,서울특별시 양천구 신월동,1001-5,0,203호,2.0,보금자리아파트,52.26,15.9,190000000,121600000,155900000.0,2021-04-21,2021,4,21,매각,64,82.0,
서울남부11계,2020-6792,2020,아파트,"서울특별시 구로구 구로동 792-103, 제1층 제101호",,서울특별시 구로구 구로동,792-103,0,101호,1.0,제제,31.41,10.86,107000000,107000000,168100000.0,2021-04-21,2021,4,21,매각,100,157.0,"공유물분할경매,유치권"
서울남부8계,2020-105736,2020,아파트,"서울특별시 양천구 신정동 1278, 104동 22층 2201호 (신정동,목동삼성아파트)",,서울특별시 양천구 신정동,1278,104동,2201호,22.0,1278신정동삼성아파트,84.77,34.68,1090000000,1090000000,1231900000.0,2021-04-21,2021,4,21,매각,100,113.0,
서울서부3계,2020-52015,2020,아파트,"서울특별시 서대문구 대현동 101-7, 16층1605호",,서울특별시 서대문구 대현동,101-7,0,1605호,16.0,,98.89,,472000000,472000000,611000000.0,2021-04-20,2021,4,20,매각,100,129.0,대지권미등기
서울동부4계,2020-1015,2020,아파트,"서울특별시 광진구 자양동 813, 101동 11층1102호 (자양동,광진하우스토리한강)",,서울특별시 광진구 자양동,813,101동,1102호,11.0,광진하우스토리한강,143.36,71.0782,1390000000,1390000000,1828000000.0,2021-04-19,2021,4,19,매각,100,132.0,
서울동부4계,2020-1756,2020,아파트,"서울특별시 송파구 장지동 849, 308동 3층301호 (장지동,송파파인타운3단지)",,서울특별시 송파구 장지동,849,308동,301호,3.0,송파파인타운3단지,84.93,45.426,1030000000,1030000000,1301510000.0,2021-04-19,2021,4,19,매각,100,126.0,공유물분할경매
서울북부1계,2020-2502,2020,아파트,"서울특별시 성북구 정릉동 402-117, 3층302호",,서울특별시 성북구 정릉동,402-117,0,302호,3.0,,46.78,20.78,151000000,96640000,125330000.0,2021-04-19,2021,4,19,매각,64,83.0,
서울북부2계,2020-5228,2020,아파트,"서울특별시 도봉구 도봉동 30-1, 117동 3층303호 (도봉동,도봉한신아파트)",,서울특별시 도봉구 도봉동,30-1,117동,303호,3.0,도봉한신아파트,84.94,34.047,534000000,534000000,601199990.0,2021-04-19,2021,4,19,매각,100,113.0,
서울동부4계,2020-53214,2020,아파트,"서울특별시 강동구 암사동 501-4, 6층603호 (암사동,암사동양덱스빌)",,서울특별시 강동구 암사동,501-4,암사동,603호,6.0,암사동양덱스빌,84.68,20.77,592000000,592000000,610000000.0,2021-04-19,2021,4,19,매각,100,103.0,
서울북부2계,2020-107360,2020,아파트,"서울특별시 노원구 공릉동 106, 309동 9층 902호 (공릉동,공릉해링턴플레이스)",,서울특별시 노원구 공릉동,106,309동,902호,9.0,공릉해링턴플레이스,134.914,64.717,902000000,902000000,950000000.0,2021-04-19,2021,4,19,매각,100,105.0,
서울중앙1계,2020-2732,2020,아파트,"서울특별시 동작구 신대방동 565, 10동 3층 302호 (신대방동,우성아파트)",,서울특별시 동작구 신대방동,565,10동,302호,3.0,우성아파트,78.54,40.7,626000000,626000000,632777000.0,2021-04-13,2021,4,13,매각,100,101.0,토지및건물 지분매각
서울중앙1계,2020-105419,2020,아파트,"서울특별시 강남구 도곡동 970, 104동 5층503호 (도곡동,도곡3차아이파크)",,서울특별시 강남구 도곡동,970,104동,503호,5.0,도곡3차아이파크,187.215,106.244,2625000000,2100000000,2330000000.0,2021-04-13,2021,4,13,매각,80,89.0,대항력있는임차인
서울동부1계,2020-3141,2020,아파트,"서울특별시 광진구 자양동 783-1, 701동 6층613호 (자양동,자양7차우성아파트)",,서울특별시 광진구 자양동,783-1,701동,613호,6.0,자양7차우성아파트,59.94,21.94,944000000,944000000,1059999999.0,2021-04-12,2021,4,12,매각,100,112.0,
서울북부8계,2020-4287,2020,아파트,"서울특별시 성북구 길음동 1282, 508동 14층1402호 (길음동,길음뉴타운)",,서울특별시 성북구 길음동,1282,508동,1402호,14.0,길음뉴타운,59.75,33.2508,800000000,800000000,823888888.0,2021-04-12,2021,4,12,매각,100,103.0,
서울북부5계,2020-100291,2020,아파트,"서울특별시 동대문구 장안동 365-5, 6층601호 (장안동,서희스타힐스)",,서울특별시 동대문구 장안동,365-5,0,601호,6.0,서희스타힐스,70.84,,460000000,368000000,435600000.0,2021-04-12,2021,4,12,매각,80,95.0,
서울북부8계,2020-105234,2020,아파트,"서울특별시 노원구 상계동 766-1, 101동 15층1511호 (상계동,미도아파트)",,서울특별시 노원구 상계동,766-1,101동,1511호,15.0,미도아파트,87.57,46.78,697000000,697000000,755510000.0,2021-04-12,2021,4,12,매각,100,108.0,대항력있는임차인
서울북부9계,2020-105449,2020,아파트,"서울특별시 성북구 동선동1가 121-6, 7층101-704호 (동선동1가,코아루센타시아)",,서울특별시 성북구 동선동1가,121-6,0,101-704호,7.0,코아루센타시아,113.05,25.26,582000000,582000000,704000000.0,2021-04-12,2021,4,12,매각,100,121.0,
서울북부8계,2020-106121,2020,아파트,"서울특별시 노원구 상계동 666, 1002동 14층1406호 (상계동,상계주공아파트)",,서울특별시 노원구 상계동,666,1002동,1406호,14.0,상계주공아파트,61.52,47.88,573000000,573000000,711110000.0,2021-04-12,2021,4,12,매각,100,124.0,
서울중앙4계,2020-2763,2020,아파트,"서울특별시 강남구 대치동 962-20, 1층102호 (대치동,대치주성아파트)",,서울특별시 강남구 대치동,962-20,0,102호,1.0,대치주성아파트,67.13,27.04,1070000000,1070000000,1282500000.0,2021-04-07,2021,4,7,매각,100,120.0,
서울남부5계,2020-5898,2020,아파트,"서울특별시 구로구 구로동 1280, 제104동 제17층 제1701호 (구로동,한신휴플러스아파트)",,서울특별시 구로구 구로동,1280,제104동,1701호,17.0,한신휴플러스아파트,58.03,28.5248,668000000,668000000,732600000.0,2021-04-07,2021,4,7,매각,100,110.0,대항력있는임차인
서울중앙4계,2020-104911,2020,아파트,"서울특별시 중구 신당동 844, 제19동 제203호",,서울특별시 중구 신당동,844,제19동,203호,2.0,844제,84.88,46.111000000000004,1020000000,1020000000,1110820000.0,2021-04-07,2021,4,7,매각,100,109.0,
서울중앙3계,2020-1661,2020,아파트,"서울특별시 관악구 신림동 1433-55, 11층1102호 (신림동,프라비다트라움)",,서울특별시 관악구 신림동,1433-55,0,1102호,11.0,프라비다트라움,14.06,4.492,125000000,100000000,121211000.0,2021-04-06,2021,4,6,매각,80,97.0,
서울동부5계,2019-5844,2019,아파트,"서울특별시 성동구 옥수동 428, 4동 1층103호 (옥수동,옥수동극동아파트)",,서울특별시 성동구 옥수동,428,4동,103호,1.0,428옥수동아파트,142.26,69.64,1250000000,1250000000,1625052090.0,2021-04-05,2021,4,5,매각,100,130.0,
서울남부10계,2019-107286,2019,아파트,"서울특별시 강서구 염창동 309, 101동 12층1208호 (염창동,이편한세상염창)",,서울특별시 강서구 염창동,309,101동,1208호,12.0,이편한세상염창,51.756,24.558000000000003,752000000,752000000,911440000.0,2021-04-05,2021,4,5,매각,100,121.0,
서울남부10계,2019-107286,2019,아파트,"서울특별시 강서구 염창동 309, 105동 16층1602호 (염창동,이편한세상염창)",,서울특별시 강서구 염창동,309,105동,1602호,16.0,이편한세상염창,84.9783,37.7252,1100000000,1100000000,1365000000.0,2021-04-05,2021,4,5,매각,100,124.0,
서울남부10계,2020-6365,2020,아파트,"서울특별시 강서구 등촌동 701, 제107동 제3층 제302호 (가양동,등촌진로아파트)",,서울특별시 강서구 등촌동,701,제107동,302호,3.0,등촌진로아파트,84.96,43.743,765000000,765000000,808000000.0,2021-04-05,2021,4,5,매각,100,106.0,
서울남부10계,2020-7320,2020,아파트,"서울특별시 양천구 목동 902, 제220동 제14층 제1401호 (목동, 목동신시가지아파트)",,서울특별시 양천구 목동,902,제220동,1401호,14.0,902제제목동신시가지아파트,95.67,87.65,1703000000,1703000000,1810300000.0,2021-04-05,2021,4,5,매각,100,106.0,
서울동부5계,2020-52259,2020,아파트,"서울특별시 강동구 천호동 47-24, 101동 10층1003호 (천호동,천호1차우림루미아트)",,서울특별시 강동구 천호동,47-24,101동,1003호,10.0,천1차우림루미아트,84.88,43.288000000000004,549000000,549000000,726777700.0,2021-04-05,2021,4,5,매각,100,132.0,
서울동부5계,2020-53740,2020,아파트,"서울특별시 강동구 둔촌동 603, 4동 6층603호 (둔촌동,프라자아파트)",,서울특별시 강동구 둔촌동,603,4동,603호,6.0,프라자아파트,10.91,6.7,98000000,98000000,135666000.0,2021-04-05,2021,4,5,매각,100,138.0,토지및건물 지분매각
서울남부10계,2020-101420,2020,아파트,"서울특별시 양천구 신월동 1055, 101동 7층 701호 (신월동,신정뉴타운두산위브)",,서울특별시 양천구 신월동,1055,101동,701호,7.0,신정뉴타운두산위브,59.78,34.277,619000000,619000000,780250000.0,2021-04-05,2021,4,5,매각,100,126.0,
서울중앙7계,2019-110552,2019,아파트,"서울특별시 서초구 서초동 1671-5, 6층 622호 (서초동,서초리시온)",,서울특별시 서초구 서초동,1671-5,0,622호,6.0,서초리시온,49.92,9.89,446000000,446000000,503300000.0,2021-04-01,2021,4,1,매각,100,113.0,대항력있는임차인
서울남부4계,2020-2356,2020,아파트,"서울특별시 강서구 화곡동 894-1, 8층802호 (화곡동,산내들아파트)",,서울특별시 강서구 화곡동,894-1,0,802호,8.0,산내들아파트,27.77,8.76,186000000,76186000,85550000.0,2021-03-31,2021,3,31,매각,41,46.0,대항력있는임차인
서울서부5계,2020-2515,2020,아파트,"서울특별시 은평구 불광동 480-323, 4층401호 (불광동,스카이힐튼)",,서울특별시 은평구 불광동,480-323,0,401호,4.0,스카이힐튼,39.21,33.81,217000000,217000000,222000000.0,2021-03-30,2021,3,30,매각,100,102.0,
서울서부7계,2020-52176,2020,아파트,"서울특별시 마포구 중동 390, 104동 8층801호 (중동,디엠씨마포청구아파트)",,서울특별시 마포구 중동,390,104동,801호,8.0,디엠씨마포청구아파트,42.3,14.23,385000000,385000000,467999000.0,2021-03-30,2021,3,30,매각,100,122.0,토지및건물 지분매각
서울서부5계,2020-54080,2020,아파트,"서울특별시 마포구 창전동 438, 103동 6층 701호 (창전동,신촌금호아파트)",,서울특별시 마포구 창전동,438,103동,701호,6.0,신촌금아파트,84.95,34.55,905000000,905000000,963987360.0,2021-03-30,2021,3,30,매각,100,107.0,
서울동부3계,2020-53337,2020,아파트,"서울특별시 송파구 방이동 215, 103동 3층307호 (방이동,코오롱아파트)",,서울특별시 송파구 방이동,215,103동,307호,3.0,코오롱아파트,84.95,38.06,1080000000,1080000000,1485300000.0,2021-03-29,2021,3,29,매각,100,138.0,
서울남부3계,2019-109169,2019,아파트,"서울특별시 강서구 방화동 841, 102동 1층105호 (방화동,장미아파트)",,서울특별시 강서구 방화동,841,102동,105호,1.0,장미아파트,49.2,32.552,344000000,344000000,467000000.0,2021-03-24,2021,3,24,매각,100,136.0,대항력있는임차인
서울남부3계,2019-109169,2019,아파트,"서울특별시 강서구 등촌동 702, 1005동 1층102호 (등촌동,등촌10단지주공아파트)",,서울특별시 강서구 등촌동,702,1005동,102호,1.0,등촌10단지주공아파트,58.14,32.97,578000000,578000000,735373000.0,2021-03-24,2021,3,24,매각,100,127.0,
서울남부3계,2020-105965,2020,아파트,"서울특별시 영등포구 여의도동 21-2, 에이동 9층 909호 (여의도동,공작아파트)",,서울특별시 영등포구 여의도동,21-2,에이동,909호,9.0,공작아파트,22.91,9.62,350000000,350000000,350000000.0,2021-03-24,2021,3,24,매각,100,100.0,토지및건물 지분매각
서울서부1계,2020-2799,2020,아파트,"서울특별시 서대문구 연희동 105-4, 제2층 제203호",,서울특별시 서대문구 연희동,105-4,0,203호,2.0,제제,49.59,20.99,215000000,215000000,235700000.0,2021-03-23,2021,3,23,매각,100,110.0,
서울서부1계,2020-54530,2020,아파트,"서울특별시 은평구 수색동 416-1, 제106동 제11층 제1103호 (수색동,수색진흥엣세벨)",,서울특별시 은평구 수색동,416-1,제106동,1103호,11.0,수색진흥엣세벨,57.5033,29.11,599000000,599000000,648900000.0,2021-03-23,2021,3,23,매각,100,108.0,대항력있는임차인
서울남부1계,2020-105989,2020,아파트,"서울특별시 영등포구 영등포동1가 75-4, 5층501호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,501호,5.0,메트로가든,12.06,4.854,138000000,88320000,92900000.0,2021-03-23,2021,3,23,매각,64,67.0,
서울중앙21계,2020-106498,2020,아파트,"서울특별시 동작구 상도동 533, 208동 14층1401호 (상도동,힐스테이트상도프레스티지)",,서울특별시 동작구 상도동,533,208동,1401호,14.0,힐스테이트상도프레스티지,84.884,54.076,1216000000,1216000000,1334612600.0,2021-03-23,2021,3,23,매각,100,110.0,
서울북부3계,2019-8252,2019,아파트,서울특별시 노원구 상계동  1128 극동늘푸른아파트 101동 2층201호,,서울특별시 노원구 상계동,1128,극동,201호,2.0,1128늘푸른아파트,84.514,41.61600000000001,472000000,472000000,665000000.0,2021-03-22,2021,3,22,매각,100,141.0,
서울북부4계,2020-3093,2020,아파트,"서울특별시 노원구 공릉동 715, 302동 1층105호 (공릉동,공릉3단지아파트)",,서울특별시 노원구 공릉동,715,302동,105호,1.0,공릉3단지아파트,49.5,31.713,322000000,322000000,478310000.0,2021-03-22,2021,3,22,매각,100,149.0,
서울북부3계,2020-104088,2020,아파트,"서울특별시 성북구 정릉동 1028, 108동 7층702호 (정릉동,정릉이편한세상)",,서울특별시 성북구 정릉동,1028,108동,702호,7.0,정릉이편한세상,57.28,28.215,351000000,351000000,361001000.0,2021-03-22,2021,3,22,매각,100,103.0,토지및건물 지분매각
서울북부4계,2020-106534,2020,아파트,"서울특별시 성북구 삼선동3가 23, 2층 202호",,서울특별시 성북구 삼선동3가,23,0,202호,2.0,,28.31,13.83,148000000,148000000,148000000.0,2021-03-22,2021,3,22,매각,100,100.0,토지및건물 지분매각
서울남부11계,2020-7207,2020,아파트,"서울특별시 금천구 시흥동 5-13, 제106동 제19층 제1902호 (시흥동, 삼익아파트)",,서울특별시 금천구 시흥동,5-13,제106동,1902호,19.0,삼익아파트,114.48,41.96,560000000,560000000,560480000.0,2021-03-17,2021,3,17,매각,100,100.0,
서울남부11계,2020-110714,2020,아파트,"서울특별시 구로구 구로동 1265, 제108동 제2층 제202호 (구로동, 구로두산아파트)",,서울특별시 구로구 구로동,1265,제108동,202호,2.0,구로두산아파트,44.64,16.87,448000000,448000000,486770000.0,2021-03-17,2021,3,17,매각,100,109.0,대항력있는임차인
서울서부6계,2019-52743,2019,아파트,"서울특별시 서대문구 연희동 194-30, 3층비304호 (연희동,브라운스톤 연희)",,서울특별시 서대문구 연희동,194-30,0,비304호,3.0,브라운스톤연희,16.6,7.218,190000000,77824000,127000000.0,2021-03-16,2021,3,16,매각,41,67.0,
서울서부3계,2020-52749,2020,아파트,"서울특별시 서대문구 홍제동 131-2, 3층302호 (홍제동,제니스)",,서울특별시 서대문구 홍제동,131-2,0,302호,3.0,제니스,73.27,29.8,488000000,488000000,527273350.0,2021-03-16,2021,3,16,매각,100,108.0,
서울서부6계,2020-53094,2020,아파트,"서울특별시 용산구 한강로3가 91, 104동 11층1104호 (한강로3가,한강로우림필유아파트)",,서울특별시 용산구 한강로3가,91,104동,1104호,11.0,한강로우림필유아파트,84.99,53.6485,1270000000,1270000000,1412000000.0,2021-03-16,2021,3,16,매각,100,111.0,
서울서부6계,2020-53674,2020,아파트,"서울특별시 서대문구 홍은동 456, 102동 10층1002호 (홍은동,두산아파트)",,서울특별시 서대문구 홍은동,456,102동,1002호,10.0,두산아파트,84.84,31.69,543000000,543000000,682700000.0,2021-03-16,2021,3,16,매각,100,126.0,
서울동부4계,2019-55696,2019,아파트,"서울특별시 성동구 옥수동 100, 101동 2층202호 (옥수동,옥수하이츠아파트)",,서울특별시 성동구 옥수동,100,101동,202호,2.0,옥수하이츠아파트,114.78,65.43,1420000000,1420000000,1721300000.0,2021-03-15,2021,3,15,매각,100,121.0,
서울동부4계,2020-1602,2020,아파트,"서울특별시 강동구 암사동 672, 3층306호 (암사동,효정하나플러스)",,서울특별시 강동구 암사동,672,0,306호,3.0,효정하나플러스,81.46,42.9307,487000000,487000000,600000000.0,2021-03-15,2021,3,15,매각,100,123.0,
서울북부2계,2020-105043,2020,아파트,"서울특별시 노원구 하계동 273, 602동 9층911호 (하계동,장미아파트)",,서울특별시 노원구 하계동,273,602동,911호,9.0,장미아파트,49.5,32.65,465000000,465000000,616790000.0,2021-03-15,2021,3,15,매각,100,133.0,대항력있는임차인
서울북부5계,2020-3055,2020,아파트,"서울특별시 노원구 상계동 1282, 204동 22층2202호 (상계동,상계2차중앙하이츠아파트)",,서울특별시 노원구 상계동,1282,204동,2202호,22.0,상계2차중앙하이츠아파트,84.6,26.95,613000000,613000000,738800000.0,2021-03-08,2021,3,8,매각,100,121.0,
서울북부5계,2020-3239,2020,아파트,"서울특별시 노원구 중계동 578, 115동 8층811호 (중계동,현대그룹중계동주택조합2차아파트)",,서울특별시 노원구 중계동,578,115동,811호,8.0,578중계동주택조합2차아파트,84.78,55.95,491000000,491000000,623000777.0,2021-03-08,2021,3,8,매각,100,127.0,
서울북부9계,2020-102723,2020,아파트,"서울특별시 도봉구 방학동 508, 102동 1층103호 (방학동,우성2차아파트)",,서울특별시 도봉구 방학동,508,102동,103호,1.0,우성2차아파트,84.98,34.66,383000000,383000000,487000777.0,2021-03-08,2021,3,8,매각,100,127.0,
서울북부9계,2020-104743,2020,아파트,"서울특별시 노원구 하계동 270, 102동 15층1503호 (하계동,현대아파트)",,서울특별시 노원구 하계동,270,102동,1503호,15.0,현대아파트,84.95,46.69,810000000,810000000,1089450000.0,2021-03-08,2021,3,8,매각,100,135.0,
서울중앙4계,2019-9829,2019,아파트,"서울특별시 중구 충무로5가 36-2, 6층609호 (충무로5가,충무로엘크루메트로시티2)",,서울특별시 중구 충무로5가,36-2,0,609호,6.0,충무로엘크루메트로시티2,35.55,7.7909,320000000,256000000,305550000.0,2021-03-03,2021,3,3,매각,80,95.0,대항력있는임차인
서울중앙4계,2020-2121,2020,아파트,"서울특별시 동작구 대방동 501, 110동 11층1105호 (대방동,대림아파트)",,서울특별시 동작구 대방동,501,110동,1105호,11.0,대림아파트,134.25,58.38,1474000000,1474000000,1499999999.0,2021-03-03,2021,3,3,매각,100,102.0,
서울중앙4계,2020-103871,2020,아파트,"서울특별시 강남구 개포동 1280, 201동 6층611호 (개포동,래미안블레스티지)",,서울특별시 강남구 개포동,1280,201동,611호,6.0,래미안블레스티지,59.88800000000001,31.805,1650000000,1650000000,1889999999.0,2021-03-03,2021,3,3,매각,100,115.0,
서울남부5계,2020-107374,2020,아파트,"서울특별시 강서구 화곡동 377-21, 제7층 제701호 (화곡동,요산페어뷰)",,서울특별시 강서구 화곡동,377-21,0,701호,7.0,요산페어뷰,74.04,35.56,367000000,367000000,389110000.0,2021-03-03,2021,3,3,매각,100,106.0,
서울중앙3계,2020-1852,2020,아파트,"서울특별시 관악구 봉천동 1703, 103동 2101호 (봉천동,성현동아아파트)",,서울특별시 관악구 봉천동,1703,103동,2101호,21.0,1703봉천동아아파트,114.69,43.87,830000000,830000000,1011000000.0,2021-03-02,2021,3,2,매각,100,122.0,
서울중앙7계,2019-3661,2019,아파트,"서울특별시 종로구 평창동 108, 101동 8층801호 (평창동,평창동 롯데캐슬 로잔)",,서울특별시 종로구 평창동,108,101동,801호,8.0,108평창동롯데캐슬로잔,239.484,158.61,1930000000,1235200000,1619900000.0,2021-02-25,2021,2,25,매각,64,84.0,대항력있는임차인
서울남부4계,2020-2295,2020,아파트,"서울특별시 구로구 구로동 314, 1동 11층1105호 (구로동,극동아파트)",,서울특별시 구로구 구로동,314,1동,1105호,11.0,314구로동아파트,82.17,41.61,442000000,442000000,545777000.0,2021-02-24,2021,2,24,매각,100,123.0,
서울남부4계,2020-101680,2020,아파트,"서울특별시 강서구 화곡동 981-1, 12층 1206호 (화곡동,서광프리메라)",,서울특별시 강서구 화곡동,981-1,0,1206호,12.0,서광프리메라,83.7,13.82,479000000,383200000,505610000.0,2021-02-24,2021,2,24,매각,80,106.0,
서울남부4계,2020-104382,2020,아파트,"서울특별시 구로구 개봉동 470, 106동 21층 2105호 (개봉동,삼환아파트)",,서울특별시 구로구 개봉동,470,106동,2105호,21.0,삼환아파트,114.48,34.08,553000000,553000000,752830000.0,2021-02-24,2021,2,24,매각,100,136.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층804호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,804호,8.0,메트로가든,12.97,5.22,148000000,94720000,103100000.0,2021-02-23,2021,2,23,매각,64,70.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층807호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,807호,8.0,메트로가든,12.05,4.85,138000000,88320000,112100000.0,2021-02-23,2021,2,23,매각,64,81.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 9층901호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,901호,9.0,메트로가든,12.06,4.854,138000000,88320000,103100000.0,2021-02-23,2021,2,23,매각,64,75.0,
서울남부1계,2019-8181,2019,아파트,"서울특별시 영등포구 영등포동1가 75-4, 4층402호 (영등포동1가,메트로가든)",,서울특별시 영등포구 영등포동1가,75-4,0,402호,4.0,메트로가든,12.97,5.22,145000000,92800000,112100000.0,2021-02-23,2021,2,23,매각,64,77.0,
서울남부1계,2020-2660,2020,아파트,"서울특별시 강서구 마곡동 784-11, 2층220호 (마곡동,마곡오드카운티1차)",,서울특별시 강서구 마곡동,784-11,0,220호,2.0,마곡오드카운티1차,19.6437,,153000000,122400000,142890000.0,2021-02-23,2021,2,23,매각,80,93.0,대지권미등기
